id	svc	status	mangled	demangled	file	line	report
DNF-MON-DIFF-0081	mon	DIFF	_ZN17CPacketTranslater21OnPvPChannelUserCountEP12PacketHeader	CPacketTranslater::OnPvPChannelUserCount(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3601	function_reports/monitor/_ZN17CPacketTranslater21OnPvPChannelUserCountEP12PacketHeader.md
DNF-MON-DIFF-0082	mon	DIFF	_ZN17CPacketTranslater21OnRegisterToBlackListEP12PacketHeader	CPacketTranslater::OnRegisterToBlackList(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2259	function_reports/monitor/_ZN17CPacketTranslater21OnRegisterToBlackListEP12PacketHeader.md
DNF-MON-DIFF-0083	mon	DIFF	_ZN17CPacketTranslater21OnUpdateMiniCraneSeedEP12PacketHeader	CPacketTranslater::OnUpdateMiniCraneSeed(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5526	function_reports/monitor/_ZN17CPacketTranslater21OnUpdateMiniCraneSeedEP12PacketHeader.md
DNF-MON-DIFF-0084	mon	DIFF	_ZN17CPacketTranslater21OnUserRepelByCharNameEP12PacketHeader	CPacketTranslater::OnUserRepelByCharName(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3149	function_reports/monitor/_ZN17CPacketTranslater21OnUserRepelByCharNameEP12PacketHeader.md
DNF-MON-DIFF-0085	mon	DIFF	_ZN17CPacketTranslater22OnRelayServerUserCheckEP12PacketHeader	CPacketTranslater::OnRelayServerUserCheck(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2055	function_reports/monitor/_ZN17CPacketTranslater22OnRelayServerUserCheckEP12PacketHeader.md
DNF-MON-DIFF-0086	mon	DIFF	_ZN17CPacketTranslater23OnDBMWDeleteToBlackListEP12PacketHeader	CPacketTranslater::OnDBMWDeleteToBlackList(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2501	function_reports/monitor/_ZN17CPacketTranslater23OnDBMWDeleteToBlackListEP12PacketHeader.md
DNF-MON-DIFF-0087	mon	DIFF	_ZN17CPacketTranslater23OnQueryBuddyInfoDBReplyEP12PacketHeader	CPacketTranslater::OnQueryBuddyInfoDBReply(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3023	function_reports/monitor/_ZN17CPacketTranslater23OnQueryBuddyInfoDBReplyEP12PacketHeader.md
DNF-MON-DIFF-0088	mon	DIFF	_ZN17CPacketTranslater23OnWebChangeUserHandicapEP12PacketHeader	CPacketTranslater::OnWebChangeUserHandicap(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3076	function_reports/monitor/_ZN17CPacketTranslater23OnWebChangeUserHandicapEP12PacketHeader.md
DNF-MON-DIFF-0089	mon	DIFF	_ZN17CPacketTranslater24OnNoticeCharLiveOnTenMinEP12PacketHeader	CPacketTranslater::OnNoticeCharLiveOnTenMin(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2692	function_reports/monitor/_ZN17CPacketTranslater24OnNoticeCharLiveOnTenMinEP12PacketHeader.md
DNF-MON-DIFF-0090	mon	DIFF	_ZN17CPacketTranslater24onReplyLoadTowerFullRankEP12PacketHeader	CPacketTranslater::onReplyLoadTowerFullRank(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3189	function_reports/monitor/_ZN17CPacketTranslater24onReplyLoadTowerFullRankEP12PacketHeader.md
DNF-MON-DIFF-0091	mon	DIFF	_ZN17CPacketTranslater25OnDBMWResisterToBlackListEP12PacketHeader	CPacketTranslater::OnDBMWResisterToBlackList(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2435	function_reports/monitor/_ZN17CPacketTranslater25OnDBMWResisterToBlackListEP12PacketHeader.md
DNF-MON-DIFF-0092	mon	DIFF	_ZN17CPacketTranslater25onItemLimitEditionSellEndEP12PacketHeader	CPacketTranslater::onItemLimitEditionSellEnd(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3882	function_reports/monitor/_ZN17CPacketTranslater25onItemLimitEditionSellEndEP12PacketHeader.md
DNF-MON-DIFF-0093	mon	DIFF	_ZN17CPacketTranslater26OnWebEmergencyPatchMessageEP12PacketHeader	CPacketTranslater::OnWebEmergencyPatchMessage(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5479	function_reports/monitor/_ZN17CPacketTranslater26OnWebEmergencyPatchMessageEP12PacketHeader.md
DNF-MON-DIFF-0094	mon	DIFF	_ZN17CPacketTranslater27OnCheckOverlappedAccusationEP12PacketHeader	CPacketTranslater::OnCheckOverlappedAccusation(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	4334	function_reports/monitor/_ZN17CPacketTranslater27OnCheckOverlappedAccusationEP12PacketHeader.md
DNF-MON-DIFF-0095	mon	DIFF	_ZN17CPacketTranslater27OnMonitorFindFactoryHubUserEP12PacketHeader	CPacketTranslater::OnMonitorFindFactoryHubUser(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3999	function_reports/monitor/_ZN17CPacketTranslater27OnMonitorFindFactoryHubUserEP12PacketHeader.md
DNF-MON-DIFF-0096	mon	DIFF	_ZN17CPacketTranslater27OnMonitorSecuServiceConnWebEP12PacketHeader	CPacketTranslater::OnMonitorSecuServiceConnWeb(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	4823	function_reports/monitor/_ZN17CPacketTranslater27OnMonitorSecuServiceConnWebEP12PacketHeader.md
DNF-MON-DIFF-0097	mon	DIFF	_ZN17CPacketTranslater27OnNoticeOtherChannelChatMsgEP12PacketHeader	CPacketTranslater::OnNoticeOtherChannelChatMsg(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	859	function_reports/monitor/_ZN17CPacketTranslater27OnNoticeOtherChannelChatMsgEP12PacketHeader.md
DNF-MON-DIFF-0098	mon	DIFF	_ZN17CPacketTranslater27OnNoticeProhibitConnectUserEP12PacketHeader	CPacketTranslater::OnNoticeProhibitConnectUser(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2120	function_reports/monitor/_ZN17CPacketTranslater27OnNoticeProhibitConnectUserEP12PacketHeader.md
DNF-MON-DIFF-0099	mon	DIFF	_ZN17CPacketTranslater27OnVillageMonsterFightResultEP12PacketHeader	CPacketTranslater::OnVillageMonsterFightResult(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	4211	function_reports/monitor/_ZN17CPacketTranslater27OnVillageMonsterFightResultEP12PacketHeader.md
DNF-MON-DIFF-0100	mon	DIFF	_ZN17CPacketTranslater27onSocialEventRewardItemInfoEP12PacketHeader	CPacketTranslater::onSocialEventRewardItemInfo(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5136	function_reports/monitor/_ZN17CPacketTranslater27onSocialEventRewardItemInfoEP12PacketHeader.md
DNF-MON-DIFF-0101	mon	DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataReqEP12PacketHeader	CPacketTranslater::onItemLimitEditionLoadDataReq(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3748	function_reports/monitor/_ZN17CPacketTranslater29onItemLimitEditionLoadDataReqEP12PacketHeader.md
DNF-MON-DIFF-0102	mon	DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataRpyEP12PacketHeader	CPacketTranslater::onItemLimitEditionLoadDataRpy(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3802	function_reports/monitor/_ZN17CPacketTranslater29onItemLimitEditionLoadDataRpyEP12PacketHeader.md
DNF-MON-DIFF-0103	mon	DIFF	_ZN17CPacketTranslater29onSocialEventRewardItemUpdateEP12PacketHeader	CPacketTranslater::onSocialEventRewardItemUpdate(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5224	function_reports/monitor/_ZN17CPacketTranslater29onSocialEventRewardItemUpdateEP12PacketHeader.md
DNF-MON-DIFF-0104	mon	DIFF	_ZN17CPacketTranslater30OnDBMWResponseBlackListOnLoginEP12PacketHeader	CPacketTranslater::OnDBMWResponseBlackListOnLogin(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	2601	function_reports/monitor/_ZN17CPacketTranslater30OnDBMWResponseBlackListOnLoginEP12PacketHeader.md
DNF-MON-DIFF-0105	mon	DIFF	_ZN17CPacketTranslater30OnNoticeMemberChatMsgHyperLinkEP12PacketHeader	CPacketTranslater::OnNoticeMemberChatMsgHyperLink(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	4879	function_reports/monitor/_ZN17CPacketTranslater30OnNoticeMemberChatMsgHyperLinkEP12PacketHeader.md
DNF-MON-DIFF-0106	mon	DIFF	_ZN17CPacketTranslater30onRequestCharacTowerUpdateRankEP12PacketHeader	CPacketTranslater::onRequestCharacTowerUpdateRank(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3224	function_reports/monitor/_ZN17CPacketTranslater30onRequestCharacTowerUpdateRankEP12PacketHeader.md
DNF-MON-DIFF-0107	mon	DIFF	_ZN17CPacketTranslater30onSocialEventRewardItemInfoAllEP12PacketHeader	CPacketTranslater::onSocialEventRewardItemInfoAll(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5185	function_reports/monitor/_ZN17CPacketTranslater30onSocialEventRewardItemInfoAllEP12PacketHeader.md
DNF-MON-DIFF-0108	mon	DIFF	_ZN17CPacketTranslater31onRequestCharacInfoByCharacNameEP12PacketHeader	CPacketTranslater::onRequestCharacInfoByCharacName(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5264	function_reports/monitor/_ZN17CPacketTranslater31onRequestCharacInfoByCharacNameEP12PacketHeader.md
DNF-MON-DIFF-0109	mon	DIFF	_ZN17CPacketTranslater31onSocialEventRewardItemResponseEP12PacketHeader	CPacketTranslater::onSocialEventRewardItemResponse(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	5098	function_reports/monitor/_ZN17CPacketTranslater31onSocialEventRewardItemResponseEP12PacketHeader.md
DNF-MON-DIFF-0110	mon	DIFF	_ZN17CPacketTranslater32onItemLimitEditionBuyableRequestEP12PacketHeader	CPacketTranslater::onItemLimitEditionBuyableRequest(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	3935	function_reports/monitor/_ZN17CPacketTranslater32onItemLimitEditionBuyableRequestEP12PacketHeader.md
DNF-MON-DIFF-0111	mon	DIFF	_ZN17CPacketTranslater36OnNoticeOtherChannelChatMsgHyperLinkEP12PacketHeader	CPacketTranslater::OnNoticeOtherChannelChatMsgHyperLink(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	4928	function_reports/monitor/_ZN17CPacketTranslater36OnNoticeOtherChannelChatMsgHyperLinkEP12PacketHeader.md
DNF-MON-DIFF-0112	mon	DIFF	_ZN17CPacketTranslater7OnLoginEP12PacketHeader	CPacketTranslater::OnLogin(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	286	function_reports/monitor/_ZN17CPacketTranslater7OnLoginEP12PacketHeader.md
DNF-MON-DIFF-0113	mon	DIFF	_ZN17CPacketTranslater8OnLogoutEP12PacketHeader	CPacketTranslater::OnLogout(PacketHeader*)	source/DNFServer/GameServer/Monitor/DNFPacketTranslater.cpp	429	function_reports/monitor/_ZN17CPacketTranslater8OnLogoutEP12PacketHeader.md
DNF-MON-DIFF-0114	mon	DIFF	_ZN17CTcpNetworkThread8dispatchEPv	CTcpNetworkThread::dispatch(void*)	source/DNFServer/GameServer/Monitor/DNFTcpNetworkThread.cpp	73	function_reports/monitor/_ZN17CTcpNetworkThread8dispatchEPv.md
DNF-MON-DIFF-0115	mon	DIFF	_ZN17CUdpNetworkThread8dispatchEPv	CUdpNetworkThread::dispatch(void*)	source/DNFServer/GameServer/Monitor/DNFNetworkThread.cpp	67	function_reports/monitor/_ZN17CUdpNetworkThread8dispatchEPv.md
DNF-MON-DIFF-0116	mon	DIFF	_ZN18CFrameCountHandler17GetFrameCountInfoEv	CFrameCountHandler::GetFrameCountInfo()	source/DNFServer/GameServer/Monitor/DNFTickHandler.cpp	55	function_reports/monitor/_ZN18CFrameCountHandler17GetFrameCountInfoEv.md
DNF-MON-DIFF-0117	mon	DIFF	_ZN18CMemoryCashManager18ProcessLifeTimeOutEv	CMemoryCashManager::ProcessLifeTimeOut()	source/DNFServer/GameServer/Monitor/MemoryCashManager.cpp	51	function_reports/monitor/_ZN18CMemoryCashManager18ProcessLifeTimeOutEv.md
DNF-MON-NEAR-0009	mon	NEAR	_ZN18CMemoryCashManager20ProcessCashDataPrintEv	CMemoryCashManager::ProcessCashDataPrint()	source/DNFServer/GameServer/Monitor/MemoryCashManagerC5.cpp	9	function_reports/monitor/_ZN18CMemoryCashManager20ProcessCashDataPrintEv.md
DNF-MON-DIFF-0118	mon	DIFF	_ZN18CMemoryCashManager21QueryCashMemoryMemberEP5CUser	CMemoryCashManager::QueryCashMemoryMember(CUser*)	source/DNFServer/GameServer/Monitor/MemoryCashManager.cpp	76	function_reports/monitor/_ZN18CMemoryCashManager21QueryCashMemoryMemberEP5CUser.md
DNF-MON-DIFF-0119	mon	DIFF	_ZN18CMemoryCashManager24QueryCashMemoryBlackListEP5CUser	CMemoryCashManager::QueryCashMemoryBlackList(CUser*)	source/DNFServer/GameServer/Monitor/MemoryCashManager.cpp	177	function_reports/monitor/_ZN18CMemoryCashManager24QueryCashMemoryBlackListEP5CUser.md
DNF-MON-DIFF-0120	mon	DIFF	_ZN18CMemoryCashManager24QueryCashMemoryBuddyInfoEP5CUser	CMemoryCashManager::QueryCashMemoryBuddyInfo(CUser*)	source/DNFServer/GameServer/Monitor/MemoryCashManager.cpp	128	function_reports/monitor/_ZN18CMemoryCashManager24QueryCashMemoryBuddyInfoEP5CUser.md
DNF-MON-DIFF-0121	mon	DIFF	_ZN18CMemoryCashManager34InsertCashMemorySetCharacterObjectEP5CUserP7CMemberRbS4_	CMemoryCashManager::InsertCashMemorySetCharacterObject(CUser*, CMember*, bool&, bool&)	source/DNFServer/GameServer/Monitor/MemoryCashManager.cpp	305	function_reports/monitor/_ZN18CMemoryCashManager34InsertCashMemorySetCharacterObjectEP5CUserP7CMemberRbS4_.md
DNF-MON-NEAR-0010	mon	NEAR	_ZN19CEventActionManager13OnStartActionEP26Packet_Monitor_Event_Start	CEventActionManager::OnStartAction(Packet_Monitor_Event_Start*)	source/DNFServer/GameServer/Monitor/EventActionManager.cpp	146	function_reports/monitor/_ZN19CEventActionManager13OnStartActionEP26Packet_Monitor_Event_Start.md
DNF-MON-DIFF-0122	mon	DIFF	_ZN19CEventActionManager4initEv	CEventActionManager::init()	source/DNFServer/GameServer/Monitor/EventActionManager.cpp	120	function_reports/monitor/_ZN19CEventActionManager4initEv.md
DNF-MON-DIFF-0123	mon	DIFF	_ZN19COnTimeEventManager10StartEventEjj	COnTimeEventManager::StartEvent(unsigned int, unsigned int)	source/DNFServer/GameServer/Monitor/OnTimeEventManager.cpp	149	function_reports/monitor/_ZN19COnTimeEventManager10StartEventEjj.md
DNF-MON-DIFF-0124	mon	DIFF	_ZN19COnTimeEventManager11OnRewardEndEv	COnTimeEventManager::OnRewardEnd()	source/DNFServer/GameServer/Monitor/OnTimeEventManager.cpp	263	function_reports/monitor/_ZN19COnTimeEventManager11OnRewardEndEv.md
DNF-MON-DIFF-0125	mon	DIFF	_ZN19COnTimeEventManager13OnRewardStartEv	COnTimeEventManager::OnRewardStart()	source/DNFServer/GameServer/Monitor/OnTimeEventManager.cpp	230	function_reports/monitor/_ZN19COnTimeEventManager13OnRewardStartEv.md
DNF-MON-NEAR-0011	mon	NEAR	_ZN20CItemLimitEditionMgr10registItemERK28stItemLimitEditionItemInfo_t	CItemLimitEditionMgr::registItem(stItemLimitEditionItemInfo_t const&)	source/DNFServer/GameServer/Monitor/ItemLimitEditionManager.cpp	68	function_reports/monitor/_ZN20CItemLimitEditionMgr10registItemERK28stItemLimitEditionItemInfo_t.md
DNF-MON-DIFF-0126	mon	DIFF	_ZN20CItemLimitEditionMgr19processScheduledJobEP12CApplicationb	CItemLimitEditionMgr::processScheduledJob(CApplication*, bool)	source/DNFServer/GameServer/Monitor/ItemLimitEditionManager.cpp	137	function_reports/monitor/_ZN20CItemLimitEditionMgr19processScheduledJobEP12CApplicationb.md
DNF-MON-DIFF-0127	mon	DIFF	_ZN20CTask_ChristmasEvent10_DoExecuteEv	CTask_ChristmasEvent::_DoExecute()	source/DNFServer/GameServer/Monitor/TaskImpl.cpp	103	function_reports/monitor/_ZN20CTask_ChristmasEvent10_DoExecuteEv.md
DNF-MON-DIFF-0128	mon	DIFF	_ZN20CTask_ChristmasEvent18MakeEventStartTickEi	CTask_ChristmasEvent::MakeEventStartTick(int)	source/DNFServer/GameServer/Monitor/TaskImpl.cpp	64	function_reports/monitor/_ZN20CTask_ChristmasEvent18MakeEventStartTickEi.md
DNF-MON-DIFF-0129	mon	DIFF	_ZN22LimitNpcBuyItemManager23getNpcLimitBuyItemCountEjR25LimitNpcBuyItemChangeInfo	LimitNpcBuyItemManager::getNpcLimitBuyItemCount(unsigned int, LimitNpcBuyItemChangeInfo&)	source/DNFServer/GameServer/Monitor/LimitNpcBuyItem.cpp	120	function_reports/monitor/_ZN22LimitNpcBuyItemManager23getNpcLimitBuyItemCountEjR25LimitNpcBuyItemChangeInfo.md
DNF-MON-DIFF-0130	mon	DIFF	_ZN41TowerOfDespairWaitGameServerResponse_Task10_DoExecuteEv	TowerOfDespairWaitGameServerResponse_Task::_DoExecute()	source/DNFServer/GameServer/Monitor/TowerOfDespairReloadAPC.cpp	69	function_reports/monitor/_ZN41TowerOfDespairWaitGameServerResponse_Task10_DoExecuteEv.md
DNF-MON-NEAR-0012	mon	NEAR	_ZN5CPeer11send_packetEPci	CPeer::send_packet(char*, int)	source/DNFServer/GameServer/Monitor/Peer.cpp	146	function_reports/monitor/_ZN5CPeer11send_packetEPci.md
DNF-MON-DIFF-0131	mon	DIFF	_ZN5CPeer11send_packetEv	CPeer::send_packet()	source/DNFServer/GameServer/Monitor/Peer.cpp	86	function_reports/monitor/_ZN5CPeer11send_packetEv.md
DNF-MON-DIFF-0132	mon	DIFF	_ZN5CPeer7parsingEi	CPeer::parsing(int)	source/DNFServer/GameServer/Monitor/Peer.cpp	242	function_reports/monitor/_ZN5CPeer7parsingEi.md
DNF-MON-DIFF-0133	mon	DIFF	_ZN5CUser18MemberEnterProcessEv	CUser::MemberEnterProcess()	source/DNFServer/GameServer/Monitor/DNFUser.cpp	182	function_reports/monitor/_ZN5CUser18MemberEnterProcessEv.md
DNF-MON-DIFF-0134	mon	DIFF	_ZN7CMember10LoadMemberER14STMemberDBInfosjj	CMember::LoadMember(STMemberDBInfo&, short, unsigned int, unsigned int)	source/DNFServer/GameServer/Monitor/DNFMember.cpp	282	function_reports/monitor/_ZN7CMember10LoadMemberER14STMemberDBInfosjj.md
DNF-MON-DIFF-0135	mon	DIFF	_ZN7CMember21GetConnLowerMemberCntEv	CMember::GetConnLowerMemberCnt()	source/DNFServer/GameServer/Monitor/DNFMember.cpp	453	function_reports/monitor/_ZN7CMember21GetConnLowerMemberCntEv.md
DNF-MON-DIFF-0136	mon	DIFF	_ZN7CMember21NoticeLevelUpToLowersEj	CMember::NoticeLevelUpToLowers(unsigned int)	source/DNFServer/GameServer/Monitor/DNFMember.cpp	399	function_reports/monitor/_ZN7CMember21NoticeLevelUpToLowersEj.md
DNF-MON-DIFF-0137	mon	DIFF	_ZN7CMember21NoticeMemberLogin_OutEP5CUserc	CMember::NoticeMemberLogin_Out(CUser*, char)	source/DNFServer/GameServer/Monitor/DNFMember.cpp	76	function_reports/monitor/_ZN7CMember21NoticeMemberLogin_OutEP5CUserc.md
DNF-MON-DIFF-0138	mon	DIFF	_ZN7CMember28NoticeChatMsgToMemberMembersEPciP5CUser	CMember::NoticeChatMsgToMemberMembers(char*, int, CUser*)	source/DNFServer/GameServer/Monitor/DNFMember.cpp	245	function_reports/monitor/_ZN7CMember28NoticeChatMsgToMemberMembersEPciP5CUser.md
DNF-MON-DIFF-0139	mon	DIFF	_ZN7CMember37NoticeChatMsgToMemberMembersHyperLinkEPcihPK19hyperlink_item_infoP5CUser	CMember::NoticeChatMsgToMemberMembersHyperLink(char*, int, unsigned char, hyperlink_item_info const*, CUser*)	source/DNFServer/GameServer/Monitor/DNFMember.cpp	202	function_reports/monitor/_ZN7CMember37NoticeChatMsgToMemberMembersHyperLinkEPcihPK19hyperlink_item_infoP5CUser.md
DNF-MON-DIFF-0140	mon	DIFF	_ZNK11CUdpHandler12SendToClientEPcitPKcj	CUdpHandler::SendToClient(char*, int, unsigned short, char const*, unsigned int) const	source/DNFServer/GameServer/Monitor/DNFUdpHandler.cpp	146	function_reports/monitor/_ZNK11CUdpHandler12SendToClientEPcitPKcj.md
DNF-MON-DIFF-0141	mon	DIFF	_ZNK11CUdpHandler12SendToServerEPcitPKc	CUdpHandler::SendToServer(char*, int, unsigned short, char const*) const	source/DNFServer/GameServer/Monitor/DNFUdpHandler.cpp	215	function_reports/monitor/_ZNK11CUdpHandler12SendToServerEPcitPKc.md
DNF-MON-DIFF-0142	mon	DIFF	_ZNK11CUdpHandler14RecvFromClientEPcPiPjPt	CUdpHandler::RecvFromClient(char*, int*, unsigned int*, unsigned short*) const	source/DNFServer/GameServer/Monitor/DNFUdpHandler.cpp	97	function_reports/monitor/_ZNK11CUdpHandler14RecvFromClientEPcPiPjPt.md
DNF-MON-DIFF-0143	mon	DIFF	_ZNK11CUdpHandler14RecvFromServerEPcPiPjPt	CUdpHandler::RecvFromServer(char*, int*, unsigned int*, unsigned short*) const	source/DNFServer/GameServer/Monitor/DNFUdpHandler.cpp	272	function_reports/monitor/_ZNK11CUdpHandler14RecvFromServerEPcPiPjPt.md
DNF-MON-NEAR-0013	mon	NEAR	_ZNK17CItemLimitEdition12makeItemInfoER28stItemLimitEditionItemInfo_t	CItemLimitEdition::makeItemInfo(stItemLimitEditionItemInfo_t&) const	source/DNFServer/GameServer/Monitor/ItemLimitEditionManager.cpp	216	function_reports/monitor/_ZNK17CItemLimitEdition12makeItemInfoER28stItemLimitEditionItemInfo_t.md
DNF-DBM-NEAR-0001	dbm	NEAR	_ZL16allocStackBufferjPPhPi	allocStackBuffer(unsigned int, unsigned char**, int*)	source/DNFServer/GameServer/DBMW/StackBuffer.cpp	36	function_reports/dbmw/_ZL16allocStackBufferjPPhPi.md
DNF-DBM-DIFF-0001	dbm	DIFF	_ZL19freeAllStackBuffersv	freeAllStackBuffers()	source/DNFServer/GameServer/DBMW/StackBuffer.cpp	108	function_reports/dbmw/_ZL19freeAllStackBuffersv.md
DNF-DBM-DIFF-0002	dbm	DIFF	_ZN10CAppConfig11Parse_TableEPci	CAppConfig::Parse_Table(char*, int)	source/DNFServer/GameServer/DBMW/DNFAppConfig.cpp	84	function_reports/dbmw/_ZN10CAppConfig11Parse_TableEPci.md
DNF-DBM-NEAR-0002	dbm	NEAR	_ZN10CDBManager10InsertMailEjPcS0_jjii	CDBManager::InsertMail(unsigned int, char*, char*, unsigned int, unsigned int, int, int)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1020	function_reports/dbmw/_ZN10CDBManager10InsertMailEjPcS0_jjii.md
DNF-DBM-NEAR-0003	dbm	NEAR	_ZN10CDBManager10QueryGuildEhjR27Packet_DB_Reply_Query_Guild	CDBManager::QueryGuild(unsigned char, unsigned int, Packet_DB_Reply_Query_Guild&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4617	function_reports/dbmw/_ZN10CDBManager10QueryGuildEhjR27Packet_DB_Reply_Query_Guild.md
DNF-DBM-DIFF-0003	dbm	DIFF	_ZN10CDBManager11GuildSecedeEP30Packet_DB_Request_Guild_SecedeRjS2_S2_	CDBManager::GuildSecede(Packet_DB_Request_Guild_Secede*, unsigned int&, unsigned int&, unsigned int&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4063	function_reports/dbmw/_ZN10CDBManager11GuildSecedeEP30Packet_DB_Request_Guild_SecedeRjS2_S2_.md
DNF-DBM-DIFF-0004	dbm	DIFF	_ZN10CDBManager11QueryMemberEjR28Packet_DB_Reply_Query_Member	CDBManager::QueryMember(unsigned int, Packet_DB_Reply_Query_Member&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2492	function_reports/dbmw/_ZN10CDBManager11QueryMemberEjR28Packet_DB_Reply_Query_Member.md
DNF-DBM-DIFF-0005	dbm	DIFF	_ZN10CDBManager13SaveGuildInfoEhjR17STGuildDBInfoOnly	CDBManager::SaveGuildInfo(unsigned char, unsigned int, STGuildDBInfoOnly&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3443	function_reports/dbmw/_ZN10CDBManager13SaveGuildInfoEhjR17STGuildDBInfoOnly.md
DNF-DBM-DIFF-0006	dbm	DIFF	_ZN10CDBManager14QueryBuddyInfoEjP13STBuddyDBInfoRh	CDBManager::QueryBuddyInfo(unsigned int, STBuddyDBInfo*, unsigned char&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6615	function_reports/dbmw/_ZN10CDBManager14QueryBuddyInfoEjP13STBuddyDBInfoRh.md
DNF-DBM-DIFF-0007	dbm	DIFF	_ZN10CDBManager14SaveGuildSkillEhjR17STGuildDBInfoOnly	CDBManager::SaveGuildSkill(unsigned char, unsigned int, STGuildDBInfoOnly&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	800	function_reports/dbmw/_ZN10CDBManager14SaveGuildSkillEhjR17STGuildDBInfoOnly.md
DNF-DBM-NEAR-0004	dbm	NEAR	_ZN10CDBManager15OnLoadGuildAgitEP25Packet_DB_Load_Guild_AgitR28Packet_Guild_Load_Guild_Agit	CDBManager::OnLoadGuildAgit(Packet_DB_Load_Guild_Agit*, Packet_Guild_Load_Guild_Agit&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	632	function_reports/dbmw/_ZN10CDBManager15OnLoadGuildAgitEP25Packet_DB_Load_Guild_AgitR28Packet_Guild_Load_Guild_Agit.md
DNF-DBM-DIFF-0008	dbm	DIFF	_ZN10CDBManager15QueryGuildSkillEhjR27Packet_DB_Reply_Query_Guild	CDBManager::QueryGuildSkill(unsigned char, unsigned int, Packet_DB_Reply_Query_Guild&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	7086	function_reports/dbmw/_ZN10CDBManager15QueryGuildSkillEhjR27Packet_DB_Reply_Query_Guild.md
DNF-DBM-DIFF-0009	dbm	DIFF	_ZN10CDBManager15SaveGuildMemberEhjR18STGuildMemerDBInfojh	CDBManager::SaveGuildMember(unsigned char, unsigned int, STGuildMemerDBInfo&, unsigned int, unsigned char)	source/DNFServer/GameServer/DBMW/DBManager.cpp	825	function_reports/dbmw/_ZN10CDBManager15SaveGuildMemberEhjR18STGuildMemerDBInfojh.md
DNF-DBM-DIFF-0010	dbm	DIFF	_ZN10CDBManager15SendGuildLetterEijPc	CDBManager::SendGuildLetter(int, unsigned int, char*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	490	function_reports/dbmw/_ZN10CDBManager15SendGuildLetterEijPc.md
