status	name	orig_addr	orig_size	new_addr	new_size	md_file
MISSING	BN_mod_inverse	0x8800e50	0xbaf			
MISSING	BN_mod_lshift	0x884eea0	0xe4			
MISSING	BN_mod_lshift1	0x884ef90	0x9d			
MISSING	BN_mod_lshift1_quick	0x884ebc0	0x68			
MISSING	BN_mod_lshift_quick	0x884ead0	0xe8			
MISSING	BN_mod_mul	0x884f030	0xfa			
MISSING	BN_mod_mul_montgomery	0x8850920	0xa4			
MISSING	BN_mod_mul_reciprocal	0x88501f0	0xb8			
MISSING	BN_mod_sqr	0x884ec30	0x5d			
MISSING	BN_mod_sqrt	0x887e910	0x98d			
MISSING	BN_mod_sub	0x884f130	0xac			
MISSING	BN_mod_sub_quick	0x884ed00	0x64			
MISSING	BN_mod_word	0x8800270	0x7f			
MISSING	BN_mul	0x87fea30	0x38c			
MISSING	BN_mul_word	0x88002f0	0xb7			
MISSING	BN_new	0x87fbe00	0x79			
MISSING	BN_nist_mod_192	0x8887e80	0x378			
MISSING	BN_nist_mod_224	0x8887a40	0x438			
MISSING	BN_nist_mod_256	0x8888e00	0x594			
MISSING	BN_nist_mod_384	0x8888670	0x784			
MISSING	BN_nist_mod_521	0x8888200	0x466			
MISSING	BN_nnmod	0x884ec90	0x6c			
MISSING	BN_num_bits	0x87fb6d0	0x6f			
MISSING	BN_num_bits_word	0x87fb680	0x4e			
MISSING	BN_options	0x87fedc0	0x4b			
MISSING	BN_print	0x87fee10	0x350			
MISSING	BN_print_fp	0x87ff9d0	0x372			
MISSING	BN_pseudo_rand	0x884f670	0x22			
MISSING	BN_pseudo_rand_range	0x884f3d0	0x12			
MISSING	BN_rand	0x884f6a0	0x1f			
MISSING	BN_rand_range	0x884f3f0	0xf			
MISSING	BN_reciprocal	0x884fcd0	0x82			
MISSING	BN_rshift	0x87ffd50	0x1a5			
MISSING	BN_rshift1	0x87fff00	0x101			
MISSING	BN_set_bit	0x87fc2f0	0xd1			
MISSING	BN_set_negative	0x87fba90	0x28			
MISSING	BN_set_params	0x87fb570	0xb5			
MISSING	BN_set_word	0x87fc270	0x75			
MISSING	BN_sqr	0x884fa40	0x28d			
MISSING	BN_sub	0x87fb340	0x229			
MISSING	BN_sub_word	0x88003b0	0x119			
MISSING	BN_swap	0x87fb740	0x89			
MISSING	BN_to_ASN1_ENUMERATED	0x88687e0	0x13d			
MISSING	BN_to_ASN1_INTEGER	0x881eed0	0x14d			
MISSING	BN_uadd	0x87fb0a0	0xe9			
MISSING	BN_ucmp	0x87fb7f0	0x7f			
MISSING	BN_usub	0x87fae90	0x20d			
MISSING	BN_value_one	0x87fb670	0x6			
MISSING	BUF_MEM_free	0x88649e0	0x47			
MISSING	BUF_MEM_grow	0x8864890	0x145			
MISSING	BUF_MEM_grow_clean	0x8864730	0x155			
MISSING	BUF_MEM_new	0x88646c0	0x6b			
MISSING	BUF_memdup	0x8811620	0x81			
MISSING	BUF_reverse	0x8864660	0x5d			
MISSING	BUF_strdup	0x88117e0	0xae			
MISSING	BUF_strlcat	0x8811750	0x82			
MISSING	BUF_strlcpy	0x88115c0	0x57			
MISSING	BUF_strndup	0x88116b0	0x9f			
MISSING	Bezier_Down	0x87d87a0	0x63			
MISSING	Bezier_Up	0x87d85f0	0x1ae			
MISSING	CERTIFICATEPOLICIES_free	0x883c280	0x1b			
MISSING	CERTIFICATEPOLICIES_new	0x883c320	0x13			
MISSING	CMAC_CTX_cleanup	0x887b830	0x77			
MISSING	CMAC_CTX_copy	0x887b750	0xdd			
MISSING	CMAC_CTX_free	0x887bbb0	0x7f			
MISSING	CMAC_CTX_get0_cipher_ctx	0x887b490	0x5			
MISSING	CMAC_CTX_new	0x887b8b0	0x41			
MISSING	CMAC_Final	0x887b4e0	0xeb			
MISSING	CMAC_Init	0x887b900	0x2a4			
MISSING	CMAC_Update	0x887b5d0	0x172			
MISSING	CMAC_resume	0x887b4a0	0x40			
MISSING	CMS_ContentInfo_free	0x8885f40	0x1b			
MISSING	CMS_ContentInfo_new	0x8885f20	0x13			
MISSING	CMS_ContentInfo_print_ctx	0x88861b0	0x33			
MISSING	CMS_EncryptedData_set1_key	0x887a6d0	0x182			
MISSING	CMS_EnvelopedData_create	0x8879ff0	0x148			
MISSING	CMS_RecipientInfo_decrypt	0x8879370	0x569			
MISSING	CMS_RecipientInfo_kekri_get0_id	0x8878c60	0xd3			
MISSING	CMS_RecipientInfo_kekri_id_cmp	0x88798e0	0x7b			
MISSING	CMS_RecipientInfo_ktri_cert_cmp	0x8879960	0x54			
MISSING	CMS_RecipientInfo_ktri_get0_algs	0x8878da0	0x84			
MISSING	CMS_RecipientInfo_ktri_get0_signer_id	0x88799c0	0x54			
MISSING	CMS_RecipientInfo_set0_key	0x8878c00	0x5a			
MISSING	CMS_RecipientInfo_set0_password	0x887af60	0x6d			
MISSING	CMS_RecipientInfo_set0_pkey	0x8878d40	0x52			
MISSING	CMS_RecipientInfo_type	0x8878bf0	0x7			
MISSING	CMS_SignedData_init	0x8877c80	0x18			
MISSING	CMS_SignerInfo_cert_cmp	0x8877730	0x10			
MISSING	CMS_SignerInfo_get0_algs	0x8876da0	0x55			
MISSING	CMS_SignerInfo_get0_signer_id	0x88778a0	0x7d			
MISSING	CMS_SignerInfo_set1_signer_cert	0x8877600	0x7a			
MISSING	CMS_SignerInfo_sign	0x8877320	0x2d4			
MISSING	CMS_SignerInfo_verify	0x88771a0	0x176			
MISSING	CMS_SignerInfo_verify_content	0x8876f50	0x241			
MISSING	CMS_add0_CertificateChoices	0x8886490	0xbd			
MISSING	CMS_add0_RevocationInfoChoice	0x8886250	0xca			
MISSING	CMS_add0_cert	0x8886550	0x117			
MISSING	CMS_add0_crl	0x8886320	0x2d			
MISSING	CMS_add0_recipient_key	0x8879a20	0x2c8			
MISSING	CMS_add0_recipient_password	0x887afd0	0x4bc			
MISSING	CMS_add1_cert	0x8886670	0x5e			
MISSING	CMS_add1_crl	0x8886430	0x5a			
MISSING	CMS_add1_recipient_cert	0x8879cf0	0x28a			
MISSING	CMS_add1_signer	0x8878530	0x6b1			
MISSING	CMS_add_simple_smimecap	0x8876e00	0xd7			
MISSING	CMS_add_smimecap	0x8876ee0	0x63			
MISSING	CMS_add_standard_smimecap	0x88782e0	0x24d			
MISSING	CMS_dataFinal	0x8886c80	0x281			
MISSING	CMS_dataInit	0x8886920	0x125			
MISSING	CMS_get0_RecipientInfos	0x8879f80	0x63			
MISSING	CMS_get0_SignerInfos	0x8877920	0x63			
MISSING	CMS_get0_content	0x8885e50	0xc9			
MISSING	CMS_get0_eContentType	0x8885da0	0xa8			
MISSING	CMS_get0_signers	0x8877fc0	0xc4			
MISSING	CMS_get0_type	0x8885c70	0x7			
