name	demangled	orig_type	orig_size	new_size	class	overlap	origin	in_orig
_ZNSt15basic_streambufIcSt11char_traitsIcEE6sbumpcEv	std::basic_streambuf<char, std::char_traits<char> >::sbumpc()	W	39	40	DIFF	0.8824	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE6setbufEPci	std::basic_streambuf<char, std::char_traits<char> >::setbuf(char*, int)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE6snextcEv	std::basic_streambuf<char, std::char_traits<char> >::snextc()	W	76	79	DIFF	0.8788	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE6stosscEv	std::basic_streambuf<char, std::char_traits<char> >::stossc()	W	43	43	DIFF	0.8824	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE6xsgetnEPci	std::basic_streambuf<char, std::char_traits<char> >::xsgetn(char*, int)	W	125	134	DIFF	0.8704	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE6xsputnEPKci	std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, int)	W	125	132	DIFF	0.8824	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE7pubsyncEv	std::basic_streambuf<char, std::char_traits<char> >::pubsync()	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE7seekoffExSt12_Ios_SeekdirSt13_Ios_Openmode	std::basic_streambuf<char, std::char_traits<char> >::seekoff(long long, std::_Ios_Seekdir, std::_Ios_Openmode)	W	37	37	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE7seekposESt4fposI11__mbstate_tESt13_Ios_Openmode	std::basic_streambuf<char, std::char_traits<char> >::seekpos(std::fpos<__mbstate_t>, std::_Ios_Openmode)	W	37	37	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE7sungetcEv	std::basic_streambuf<char, std::char_traits<char> >::sungetc()	W	47	48	DIFF	0.9444	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE8in_availEv	std::basic_streambuf<char, std::char_traits<char> >::in_avail()	W	32	32	DIFF	0.8667	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE8overflowEi	std::basic_streambuf<char, std::char_traits<char> >::overflow(int)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE8pubimbueERKSt6locale	std::basic_streambuf<char, std::char_traits<char> >::pubimbue(std::locale const&)	W	104	105	DIFF	0.9706	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE9pbackfailEi	std::basic_streambuf<char, std::char_traits<char> >::pbackfail(int)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE9pubsetbufEPci	std::basic_streambuf<char, std::char_traits<char> >::pubsetbuf(char*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE9showmanycEv	std::basic_streambuf<char, std::char_traits<char> >::showmanyc()	W	7	7	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE9sputbackcEc	std::basic_streambuf<char, std::char_traits<char> >::sputbackc(char)	W	69	70	DIFF	0.8621	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEE9underflowEv	std::basic_streambuf<char, std::char_traits<char> >::underflow()	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEEC1ERKS2_	std::basic_streambuf<char, std::char_traits<char> >::basic_streambuf(std::basic_streambuf<char, std::char_traits<char> > const&)	W	72	73	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEEC1Ev	std::basic_streambuf<char, std::char_traits<char> >::basic_streambuf()	W	69	70	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEEC2ERKS2_	std::basic_streambuf<char, std::char_traits<char> >::basic_streambuf(std::basic_streambuf<char, std::char_traits<char> > const&)	W	72	73	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEEC2Ev	std::basic_streambuf<char, std::char_traits<char> >::basic_streambuf()	W	69	70	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEED0Ev	std::basic_streambuf<char, std::char_traits<char> >::~basic_streambuf()	W	40	42	DIFF	0.8571	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEED1Ev	std::basic_streambuf<char, std::char_traits<char> >::~basic_streambuf()	W	27	28	DIFF	0.8889	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEED2Ev	std::basic_streambuf<char, std::char_traits<char> >::~basic_streambuf()	W	27	28	DIFF	0.8889	libstdcxx/system	1
_ZNSt15basic_streambufIcSt11char_traitsIcEEaSERKS2_	std::basic_streambuf<char, std::char_traits<char> >::operator=(std::basic_streambuf<char, std::char_traits<char> > const&)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE10pubseekoffExSt12_Ios_SeekdirSt13_Ios_Openmode	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pubseekoff(long long, std::_Ios_Seekdir, std::_Ios_Openmode)	W	81	82	DIFF	0.9643	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE10pubseekposESt4fposI11__mbstate_tESt13_Ios_Openmode	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pubseekpos(std::fpos<__mbstate_t>, std::_Ios_Openmode)	W	72	73	DIFF	0.9600	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE4setgEPwS3_S3_	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::setg(wchar_t*, wchar_t*, wchar_t*)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE4setpEPwS3_	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::setp(wchar_t*, wchar_t*)	W	23	23	NEAR	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE4syncEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sync()	W	7	7	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5gbumpEi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::gbump(int)	W	17	17	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5imbueERKSt6locale	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::imbue(std::locale const&)	W	5	5	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5pbumpEi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pbump(int)	W	17	17	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5sgetcEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sgetc()	W	32	33	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5sgetnEPwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sgetn(wchar_t*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5sputcEw	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sputc(wchar_t)	W	42	43	DIFF	0.9444	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5sputnEPKwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sputn(wchar_t const*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE5uflowEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::uflow()	W	47	49	DIFF	0.9000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6sbumpcEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sbumpc()	W	38	39	DIFF	0.8824	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6setbufEPwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::setbuf(wchar_t*, int)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6snextcEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::snextc()	W	72	75	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6stosscEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::stossc()	W	43	43	DIFF	0.8824	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6xsgetnEPwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::xsgetn(wchar_t*, int)	W	136	137	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE6xsputnEPKwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::xsputn(wchar_t const*, int)	W	136	135	DIFF	0.8889	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE7pubsyncEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pubsync()	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE7seekoffExSt12_Ios_SeekdirSt13_Ios_Openmode	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::seekoff(long long, std::_Ios_Seekdir, std::_Ios_Openmode)	W	37	37	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE7seekposESt4fposI11__mbstate_tESt13_Ios_Openmode	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::seekpos(std::fpos<__mbstate_t>, std::_Ios_Openmode)	W	37	37	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE7sungetcEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sungetc()	W	46	47	DIFF	0.9444	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE8in_availEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::in_avail()	W	32	32	DIFF	0.8667	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE8overflowEj	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::overflow(unsigned int)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE8pubimbueERKSt6locale	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pubimbue(std::locale const&)	W	104	105	DIFF	0.9706	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE9pbackfailEj	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pbackfail(unsigned int)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE9pubsetbufEPwi	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::pubsetbuf(wchar_t*, int)	W	17	18	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE9showmanycEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::showmanyc()	W	7	7	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE9sputbackcEw	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::sputbackc(wchar_t)	W	53	53	DIFF	0.8636	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEE9underflowEv	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::underflow()	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEEC1ERKS2_	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::basic_streambuf(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> > const&)	W	72	73	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEEC1Ev	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::basic_streambuf()	W	69	70	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEEC2ERKS2_	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::basic_streambuf(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> > const&)	W	72	73	DIFF	0.8750	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEEC2Ev	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::basic_streambuf()	W	69	70	DIFF	0.9333	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEED0Ev	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::~basic_streambuf()	W	40	42	DIFF	0.8571	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEED1Ev	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::~basic_streambuf()	W	27	28	DIFF	0.8889	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEED2Ev	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::~basic_streambuf()	W	27	28	DIFF	0.8889	libstdcxx/system	1
_ZNSt15basic_streambufIwSt11char_traitsIwEEaSERKS2_	std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >::operator=(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> > const&)	W	8	8	IDENTICAL	1.0000	libstdcxx/system	1
_ZNSt15messages_bynameIcEC1EPKcj	std::messages_byname<char>::messages_byname(char const*, unsigned int)	W	252	253	DIFF	0.9630	libstdcxx/system	1
_ZNSt15messages_bynameIcEC2EPKcj	std::messages_byname<char>::messages_byname(char const*, unsigned int)	W	252	253	DIFF	0.9630	libstdcxx/system	1
_ZNSt15messages_bynameIcED0Ev	std::messages_byname<char>::~messages_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15messages_bynameIcED1Ev	std::messages_byname<char>::~messages_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15messages_bynameIcED2Ev	std::messages_byname<char>::~messages_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15messages_bynameIwEC1EPKcj	std::messages_byname<wchar_t>::messages_byname(char const*, unsigned int)	W	252	253	DIFF	0.9630	libstdcxx/system	1
_ZNSt15messages_bynameIwEC2EPKcj	std::messages_byname<wchar_t>::messages_byname(char const*, unsigned int)	W	252	253	DIFF	0.9630	libstdcxx/system	1
_ZNSt15messages_bynameIwED0Ev	std::messages_byname<wchar_t>::~messages_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15messages_bynameIwED1Ev	std::messages_byname<wchar_t>::~messages_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15messages_bynameIwED2Ev	std::messages_byname<wchar_t>::~messages_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15numpunct_bynameIcEC1EPKcj	std::numpunct_byname<char>::numpunct_byname(char const*, unsigned int)	W	210	218	DIFF	0.9677	libstdcxx/system	1
_ZNSt15numpunct_bynameIcEC2EPKcj	std::numpunct_byname<char>::numpunct_byname(char const*, unsigned int)	W	210	218	DIFF	0.9677	libstdcxx/system	1
_ZNSt15numpunct_bynameIcED0Ev	std::numpunct_byname<char>::~numpunct_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15numpunct_bynameIcED1Ev	std::numpunct_byname<char>::~numpunct_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15numpunct_bynameIcED2Ev	std::numpunct_byname<char>::~numpunct_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15numpunct_bynameIwEC1EPKcj	std::numpunct_byname<wchar_t>::numpunct_byname(char const*, unsigned int)	W	210	218	DIFF	0.9677	libstdcxx/system	1
_ZNSt15numpunct_bynameIwEC2EPKcj	std::numpunct_byname<wchar_t>::numpunct_byname(char const*, unsigned int)	W	210	218	DIFF	0.9677	libstdcxx/system	1
_ZNSt15numpunct_bynameIwED0Ev	std::numpunct_byname<wchar_t>::~numpunct_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15numpunct_bynameIwED1Ev	std::numpunct_byname<wchar_t>::~numpunct_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15numpunct_bynameIwED2Ev	std::numpunct_byname<wchar_t>::~numpunct_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_get_bynameIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEC1EPKcj	std::time_get_byname<char, std::istreambuf_iterator<char, std::char_traits<char> > >::time_get_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_get_bynameIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEC2EPKcj	std::time_get_byname<char, std::istreambuf_iterator<char, std::char_traits<char> > >::time_get_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_get_bynameIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED0Ev	std::time_get_byname<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~time_get_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15time_get_bynameIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED1Ev	std::time_get_byname<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~time_get_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_get_bynameIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED2Ev	std::time_get_byname<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~time_get_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_get_bynameIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEC1EPKcj	std::time_get_byname<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::time_get_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_get_bynameIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEC2EPKcj	std::time_get_byname<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::time_get_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_get_bynameIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED0Ev	std::time_get_byname<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_get_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15time_get_bynameIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED1Ev	std::time_get_byname<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_get_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_get_bynameIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED2Ev	std::time_get_byname<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_get_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_put_bynameIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEC1EPKcj	std::time_put_byname<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::time_put_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_put_bynameIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEC2EPKcj	std::time_put_byname<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::time_put_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_put_bynameIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED0Ev	std::time_put_byname<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~time_put_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15time_put_bynameIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED1Ev	std::time_put_byname<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~time_put_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_put_bynameIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED2Ev	std::time_put_byname<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~time_put_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_put_bynameIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEC1EPKcj	std::time_put_byname<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::time_put_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_put_bynameIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEC2EPKcj	std::time_put_byname<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::time_put_byname(char const*, unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt15time_put_bynameIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED0Ev	std::time_put_byname<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_put_byname()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15time_put_bynameIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED1Ev	std::time_put_byname<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_put_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15time_put_bynameIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED2Ev	std::time_put_byname<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~time_put_byname()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15underflow_errorC1ERKSs	std::underflow_error::underflow_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZNSt15underflow_errorC2ERKSs	std::underflow_error::underflow_error(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZNSt15underflow_errorD0Ev	std::underflow_error::~underflow_error()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt15underflow_errorD1Ev	std::underflow_error::~underflow_error()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt15underflow_errorD2Ev	std::underflow_error::~underflow_error()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcE8_M_cacheERKSt6locale	std::__numpunct_cache<char>::_M_cache(std::locale const&)	W	1158	1158	DIFF	0.9853	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcEC1Ej	std::__numpunct_cache<char>::__numpunct_cache(unsigned int)	W	84	84	NEAR	1.0000	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcEC2Ej	std::__numpunct_cache<char>::__numpunct_cache(unsigned int)	W	84	84	NEAR	1.0000	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcED0Ev	std::__numpunct_cache<char>::~__numpunct_cache()	W	31	33	DIFF	0.8333	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcED1Ev	std::__numpunct_cache<char>::~__numpunct_cache()	W	80	82	DIFF	0.9286	libstdcxx/system	1
_ZNSt16__numpunct_cacheIcED2Ev	std::__numpunct_cache<char>::~__numpunct_cache()	W	80	82	DIFF	0.9286	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwE8_M_cacheERKSt6locale	std::__numpunct_cache<wchar_t>::_M_cache(std::locale const&)	W	987	989	DIFF	0.9825	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwEC1Ej	std::__numpunct_cache<wchar_t>::__numpunct_cache(unsigned int)	W	93	93	NEAR	1.0000	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwEC2Ej	std::__numpunct_cache<wchar_t>::__numpunct_cache(unsigned int)	W	93	93	NEAR	1.0000	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwED0Ev	std::__numpunct_cache<wchar_t>::~__numpunct_cache()	W	31	33	DIFF	0.8333	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwED1Ev	std::__numpunct_cache<wchar_t>::~__numpunct_cache()	W	83	85	DIFF	0.9286	libstdcxx/system	1
_ZNSt16__numpunct_cacheIwED2Ev	std::__numpunct_cache<wchar_t>::~__numpunct_cache()	W	83	85	DIFF	0.9286	libstdcxx/system	1
_ZNSt16invalid_argumentC1ERKSs	std::invalid_argument::invalid_argument(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZNSt16invalid_argumentC2ERKSs	std::invalid_argument::invalid_argument(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	37	39	DIFF	0.8571	libstdcxx/system	1
